,model,name,MCC,seed
37,xgboost,xgboost_seed_7_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.45899999999999996,7_skf_2
38,xgboost,xgboost_seed_7_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.285,7_skf_3
39,xgboost,xgboost_seed_7_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.369,7_skf_4
40,xgboost,xgboost_seed_8_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.353,8_skf_0
41,xgboost,xgboost_seed_8_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.353,8_skf_1
42,xgboost,xgboost_seed_8_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,8_skf_2
43,xgboost,xgboost_seed_8_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.41,8_skf_3
44,xgboost,xgboost_seed_8_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.45299999999999996,8_skf_4
45,xgboost,xgboost_seed_9_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,9_skf_0
47,xgboost,xgboost_seed_9_skf_2_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.38,9_skf_2
48,xgboost,xgboost_seed_9_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.429,9_skf_3
49,xgboost,xgboost_seed_9_skf_4_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.401,9_skf_4
50,xgboost,xgboost_seed_10_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.429,10_skf_0
51,xgboost,xgboost_seed_10_skf_1_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,10_skf_1
53,xgboost,xgboost_seed_10_skf_3_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.41,10_skf_3
55,xgboost,xgboost_seed_11_skf_0_paras_105_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.65,0.44799999999999995,11_skf_0
